採否	語	content	一致	落とした理由
除外	手数料	法制度	4/10	首位の占有率 40% が閾値未満
除外	手書き	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	手段	情報	6/42	首位の占有率 14% が閾値未満
除外	手法	情報	10/52	首位の占有率 19% が閾値未満
除外	手洗い	住居	1/1	票が 1 件だけ
除外	手立て	健康	1/1	票が 1 件だけ
除外	手筋	身体	1/1	票が 1 件だけ
除外	手続き	法制度	14/35	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	手術	健康	6/8	動作を指す名詞（サ変可能）
除外	手配	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	手間	法制度	4/9	首位の占有率 44% が閾値未満
採用	手順	法制度	4/7	
除外	手首	健康	1/1	票が 1 件だけ
除外	打ち合わせ	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	打破	家族	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	打開	努力	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	払い	金銭	1/1	票が 1 件だけ
除外	払い戻し	健康	1/2	票が 1 件だけ
除外	扱い	仕事	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	批判	学習	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	批判的	学習	3/5	性質を指す名詞（形状詞可能）
除外	承知	健康	4/10	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	承認	失敗	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	承認フロー	失敗	1/1	票が 1 件だけ
除外	技法	食事	1/1	票が 1 件だけ
除外	技能	身体	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	技術	情報	12/63	首位の占有率 19% が閾値未満
除外	技術力	仕事	1/1	票が 1 件だけ
除外	技術的	情報	2/6	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	技術者	健康	1/2	票が 1 件だけ
除外	技術革新	交通	2/4	票が 2 件だけ
除外	把握	仕事	16/70	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	抑制	健康	6/23	動作を指す名詞（サ変可能）; 首位の占有率 26% が閾値未満
除外	抑制剤	身体	1/1	票が 1 件だけ
除外	抑圧	法制度	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	投与	健康	12/14	動作を指す名詞（サ変可能）
除外	投入	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	投票	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	投稿	学習	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	投資	金銭	9/22	動作を指す名詞（サ変可能）; 首位の占有率 41% が閾値未満
除外	投資信託	金銭	1/1	票が 1 件だけ
採用	投資家	金銭	4/7	
除外	抗ヒスタミン剤	健康	2/3	票が 2 件だけ
採用	抗体	健康	8/11	
除外	抗体検査	健康	1/2	票が 1 件だけ
除外	抗原	健康	2/3	票が 2 件だけ
除外	抗生	健康	2/2	票が 2 件だけ
除外	抗菌薬	健康	2/2	票が 2 件だけ
除外	抗酸化	食事	2/2	票が 2 件だけ
除外	折り返し	食事	1/1	票が 1 件だけ
除外	抜歯	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	披露宴	家族	1/1	票が 1 件だけ
除外	抵抗	学習	2/9	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 22% が閾値未満
除外	抵抗性	食事	2/3	票が 2 件だけ
除外	押し入れ	住居	2/2	票が 2 件だけ
除外	抽出	食事	5/12	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	抽出法	食事	1/1	票が 1 件だけ
除外	抽象的	仕事	3/7	性質を指す名詞（形状詞可能）; 首位の占有率 43% が閾値未満
除外	担保	仕事	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	担当	仕事	4/7	動作を指す名詞（サ変可能）
除外	担当者	法制度	5/17	首位の占有率 29% が閾値未満
除外	担当部署	金銭	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	拍動	健康	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	拒否	健康	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	拒否権	健康	1/1	票が 1 件だけ
除外	拒絶	身体	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	拘束力	法制度	1/1	票が 1 件だけ
除外	拝受	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	拠点	学習	1/2	票が 1 件だけ
除外	拡充	交通	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	拡大	健康	3/9	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	拡張	健康	6/9	動作を指す名詞（サ変可能）
除外	拡張性	情報	1/2	票が 1 件だけ
除外	拡張機能	情報	1/2	票が 1 件だけ
除外	拡散	情報	1/6	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 17% が閾値未満
除外	拣选	交通	1/1	票が 1 件だけ
除外	拭き残し	住居	2/2	票が 2 件だけ
除外	拮抗薬	健康	1/1	票が 1 件だけ
除外	持ち物	住居	1/1	票が 1 件だけ
除外	持参	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	持病	健康	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	持続	自然	3/14	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
採用	持続可能性	自然	3/4	
除外	持続性	健康	1/1	票が 1 件だけ
除外	持続的	身体	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	指令	身体	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	指定	情報	2/10	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	指導	学習	13/30	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	指摘	学習	3/9	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	指数	金銭	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	指数関数	情報	1/1	票が 1 件だけ
除外	指標	健康	15/57	首位の占有率 26% が閾値未満
除外	指示	学習	4/16	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
採用	指示書	健康	3/3	
除外	指紋	法制度	2/2	票が 2 件だけ
除外	指針	学習	1/2	票が 1 件だけ
除外	挑戦	食事	5/9	動作を指す名詞（サ変可能）
除外	挙動	情報	2/3	票が 2 件だけ
除外	挨拶	家族	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	振動	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	振替	交通	1/1	票が 1 件だけ
除外	挼転	健康	1/1	票が 1 件だけ
除外	挿入	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	捕獲	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	捕食	自然	3/4	動作を指す名詞（サ変可能）
除外	捕食者	自然	1/2	票が 1 件だけ
除外	捜査	法制度	6/7	動作を指す名詞（サ変可能）
除外	捨て石	身体	1/1	票が 1 件だけ
除外	捺印	法制度	3/4	動作を指す名詞（サ変可能）
除外	捻挫	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	掃除	住居	3/5	動作を指す名詞（サ変可能）
除外	授業	学習	7/10	動作を指す名詞（サ変可能）
除外	授精	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	排出	法制度	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
採用	排出量	自然	3/4	
除外	排卵	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	排尿	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	排気	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	排水	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	排泄	健康	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	排除	健康	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	採光	住居	1/1	票が 1 件だけ
除外	採取	法制度	3/5	動作を指す名詞（サ変可能）
除外	採掘	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	採点	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	採用	情報	4/14	動作を指す名詞（サ変可能）; 首位の占有率 29% が閾値未満
除外	採用担当者	仕事	2/2	票が 2 件だけ
除外	採用選考	情報	1/1	票が 1 件だけ
除外	探し	学習	1/1	名詞でない（動詞）; 票が 1 件だけ
除外	探求	情報	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	探究	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	探索	学習	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	接合	身体	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	接種	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	接続	情報	2/9	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 22% が閾値未満
除外	接触	法制度	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	控訴	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	控除	金銭	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	推奨	健康	3/14	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	推定	交通	2/10	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	推測	法制度	3/8	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	推理	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	推移	仕事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	推論	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	推進	仕事	3/13	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	推進力	交通	1/1	票が 1 件だけ
除外	措置	法制度	1/5	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 20% が閾値未満
除外	掲載	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	提供	仕事	10/49	動作を指す名詞（サ変可能）; 首位の占有率 20% が閾値未満
除外	提出	法制度	9/15	動作を指す名詞（サ変可能）
除外	提出状況	学習	1/1	票が 1 件だけ
除外	提案	仕事	12/22	動作を指す名詞（サ変可能）
除外	提案書	仕事	1/2	票が 1 件だけ
除外	提示	法制度	7/27	動作を指す名詞（サ変可能）; 首位の占有率 26% が閾値未満
除外	提起	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	揚げ油	食事	1/1	票が 1 件だけ
除外	換気	健康	3/8	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	換気扇	住居	2/2	票が 2 件だけ
除外	揮発性	住居	1/1	票が 1 件だけ
除外	援助	金銭	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	揺れ	自然	1/1	票が 1 件だけ
除外	損傷	身体	5/11	動作を指す名詞（サ変可能）; 首位の占有率 45% が閾値未満
除外	損失	金銭	3/11	動作を指す名詞（サ変可能）; 首位の占有率 27% が閾値未満
採用	損害	法制度	3/5	
採用	損害賠償	法制度	4/7	
除外	損益	金銭	2/4	票が 2 件だけ
除外	搬送	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	搭載	情報	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	摂取	食事	4/11	動作を指す名詞（サ変可能）; 首位の占有率 36% が閾値未満
採用	摂取量	食事	3/5	
除外	摩擦	身体	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	摩耗	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	撮影	食事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	撹乱	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	操作	情報	3/12	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
除外	操作方法	健康	1/1	票が 1 件だけ
除外	支え	健康	2/3	票が 2 件だけ
除外	支出	金銭	3/4	動作を指す名詞（サ変可能）
除外	支払い	法制度	3/7	首位の占有率 43% が閾値未満
除外	支払い方法	金銭	1/1	票が 1 件だけ
除外	支持	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	支援	健康	7/33	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	支援制度	仕事	2/2	票が 2 件だけ
除外	支援策	仕事	1/1	票が 1 件だけ
除外	支援者	情報	1/1	票が 1 件だけ
除外	支柱	健康	1/1	票が 1 件だけ
除外	支給	仕事	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	支配	身体	3/3	動作を指す名詞（サ変可能）
除外	支障	健康	1/1	票が 1 件だけ
除外	改ざん	法制度	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	改善	健康	15/59	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
除外	改善点	学習	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	改善策	仕事	2/10	票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	改定	仕事	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	改正	移動	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	改良	自然	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	改造	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	改革	健康	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	攻め	身体	1/1	名詞でない（動詞）; 票が 1 件だけ
除外	攻撃	情報	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	攻撃力	健康	1/1	票が 1 件だけ
除外	攻撃者	情報	1/1	票が 1 件だけ
除外	放出	自然	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	放射状	学習	1/2	票が 1 件だけ
除外	放射線	健康	2/2	票が 2 件だけ
除外	放棄	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	放熱	情報	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	放置	仕事	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	放電	情報	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	政府	金銭	2/2	票が 2 件だけ
除外	政治	学習	1/1	票が 1 件だけ
除外	政策	金銭	2/4	票が 2 件だけ
除外	故意	法制度	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	故障	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	敏感	情報	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
採用	教員	学習	3/5	
除外	教室	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	教師	学習	3/5	
採用	教材	学習	7/9	
除外	教科書	学習	2/3	票が 2 件だけ
除外	教職員	仕事	1/2	票が 1 件だけ
除外	教育	学習	5/13	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	教訓	移動	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	散光	健康	1/1	票が 1 件だけ
除外	散漫	状態	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	散逸	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	敬意	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	敬語	仕事	1/1	票が 1 件だけ
除外	数ヶ月	健康	1/1	票が 1 件だけ
除外	数値	健康	8/28	首位の占有率 29% が閾値未満
除外	数値化	仕事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
採用	数字	仕事	4/7	
除外	数学	学習	2/2	票が 2 件だけ
除外	数時間	交通	1/1	票が 1 件だけ
除外	数週間	身体	1/2	票が 1 件だけ
除外	整備	情報	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	整合性	情報	2/8	票が 2 件だけ; 首位の占有率 25% が閾値未満
除外	整理	仕事	4/24	動作を指す名詞（サ変可能）; 首位の占有率 17% が閾値未満
除外	整頓	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	敵対的	情報	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	敷金	法制度	1/2	票が 1 件だけ
除外	文化	仕事	5/14	首位の占有率 36% が閾値未満
除外	文化的	仕事	2/2	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	文字	仕事	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	文字列	情報	1/1	票が 1 件だけ
除外	文房具	住居	1/1	票が 1 件だけ
除外	文献	学習	2/2	票が 2 件だけ
採用	文章	学習	3/4	
除外	文系	学習	1/1	票が 1 件だけ
採用	文脈	学習	3/3	
除外	料理	食事	8/15	動作を指す名詞（サ変可能）
除外	料金	法制度	3/11	首位の占有率 27% が閾値未満
除外	斜め	住居	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	斜視	健康	1/1	票が 1 件だけ
除外	断層	自然	1/1	票が 1 件だけ
除外	断捨離	住居	1/1	票が 1 件だけ
除外	断熱	住居	1/1	票が 1 件だけ
除外	断熱性	住居	1/1	票が 1 件だけ
除外	断熱材	交通	1/2	票が 1 件だけ
除外	断片	法制度	1/1	票が 1 件だけ
除外	断続的	健康	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	新入社員	仕事	1/2	票が 1 件だけ
除外	新婦	家族	1/1	票が 1 件だけ
除外	新年	住居	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	新生	健康	1/1	票が 1 件だけ
除外	新聞紙	食事	1/1	票が 1 件だけ
除外	新郎	家族	1/1	票が 1 件だけ
除外	方々	学習	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	方向	情報	2/10	票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	方向性	仕事	4/9	首位の占有率 44% が閾値未満
除外	方向転換	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	方式	住居	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	方形	身体	1/1	票が 1 件だけ
除外	方法	健康	17/96	首位の占有率 18% が閾値未満
除外	方法論	学習	1/1	票が 1 件だけ
除外	方程式	学習	1/1	票が 1 件だけ
除外	方策	学習	1/2	票が 1 件だけ
採用	方針	健康	8/16	
採用	施策	仕事	4/6	
除外	施術	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	施設	健康	4/10	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	旅行	法制度	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	旋回	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	既存	仕事	3/9	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	既往歴	法制度	1/2	票が 1 件だけ
除外	日々	住居	2/6	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	日中	健康	2/4	票が 2 件だけ
除外	日付	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	日光浴	食事	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	日射	住居	1/1	票が 1 件だけ
除外	日射量	住居	1/1	票が 1 件だけ
除外	日差し	自然	1/1	票が 1 件だけ
採用	日常生活	健康	6/8	
除外	日常的	健康	2/2	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	日当たり	自然	1/2	票が 1 件だけ
除外	日時	情報	2/4	票が 2 件だけ
除外	日本国内	金銭	1/1	票が 1 件だけ
除外	日焼け	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	日照	自然	1/2	票が 1 件だけ
除外	日用品	交通	1/1	票が 1 件だけ
除外	日程	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	日記	食事	1/1	票が 1 件だけ
採用	日誌	健康	3/5	
除外	日間	交通	1/1	品詞から取れる（助数詞可能 → #数量）; 票が 1 件だけ
除外	日陰	自然	1/1	票が 1 件だけ
除外	旨味	食事	2/2	票が 2 件だけ
除外	早口	仕事	1/1	票が 1 件だけ
除外	早朝	法制度	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	早期	健康	9/24	首位の占有率 38% が閾値未満
採用	早期発見	健康	6/8	
除外	早計	努力	1/1	票が 1 件だけ
除外	昆布	食事	1/1	票が 1 件だけ
除外	昆虫	自然	2/2	票が 2 件だけ
除外	昇華	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	明るさ	住居	1/1	票が 1 件だけ
除外	明日	交通	2/6	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	明確化	仕事	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	明示	学習	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	明記	法制度	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	映え	食事	2/2	票が 2 件だけ
除外	映像	情報	2/4	票が 2 件だけ
除外	映画	学習	1/1	票が 1 件だけ
除外	是正	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	時々	健康	2/2	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ
除外	時代	住居	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	時刻	情報	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	時期	食事	3/12	品詞から取れる（副詞可能 → #時間）; 首位の占有率 25% が閾値未満
除外	時点	学習	1/2	票が 1 件だけ
除外	時計	自然	1/2	票が 1 件だけ
除外	時間	学習	14/102	品詞から取れる（助数詞可能 → #数量）; 首位の占有率 14% が閾値未満
除外	時間外手当	仕事	1/1	票が 1 件だけ
除外	時間帯	情報	2/15	票が 2 件だけ; 首位の占有率 13% が閾値未満
除外	時間的	仕事	2/4	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	時間短縮	食事	1/2	票が 1 件だけ
除外	時間管理	仕事	1/1	票が 1 件だけ
除外	時間軸	学習	1/1	票が 1 件だけ
除外	普及	住居	1/10	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 10% が閾値未満
除外	普段	健康	4/13	品詞から取れる（副詞可能 → #時間）; 首位の占有率 31% が閾値未満
除外	普通	健康	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	普遍的	学習	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	景気後退	状態	1/1	票が 1 件だけ
除外	暑さ	自然	1/1	票が 1 件だけ
除外	暖色系	住居	1/1	票が 1 件だけ
除外	暗号	金銭	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	暗号化	情報	2/4	票が 2 件だけ
除外	暗記	学習	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	曝露	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	曲線	学習	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	更新	学習	3/13	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	更新料	交通	1/2	票が 1 件だけ
除外	書き方	仕事	2/3	票が 2 件だけ
除外	書字	学習	1/1	票が 1 件だけ
除外	書籍	学習	1/1	票が 1 件だけ
採用	書面	法制度	3/4	
採用	書類	法制度	10/18	
除外	最低	食事	2/6	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	最低限	仕事	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	最優先	仕事	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	最善	家族	1/1	票が 1 件だけ
除外	最大	健康	2/8	票が 2 件だけ; 首位の占有率 25% が閾値未満
除外	最大化	身体	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	最大限	食事	4/23	首位の占有率 17% が閾値未満
除外	最小	情報	2/3	票が 2 件だけ
除外	最小化	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	最小限	健康	5/16	首位の占有率 31% が閾値未満
除外	最悪	交通	3/3	性質を指す名詞（形状詞可能）
除外	最新	仕事	5/27	首位の占有率 19% が閾値未満
除外	最短距離	交通	1/1	票が 1 件だけ
除外	最終	身体	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	最終的	法制度	5/25	性質を指す名詞（形状詞可能）; 首位の占有率 20% が閾値未満
除外	最終確認	学習	1/1	票が 1 件だけ
除外	最適化	交通	6/20	首位の占有率 30% が閾値未満
除外	最適解	情報	1/1	票が 1 件だけ
除外	最重要	法制度	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	最高	食事	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	月曜日	身体	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	有効性	健康	1/1	票が 1 件だけ
除外	有意	法制度	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	有意差	学習	1/1	票が 1 件だけ
除外	有意義	学習	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	有望	身体	2/5	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	有機	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	有機物	自然	3/4	
除外	有機酸	自然	1/2	票が 1 件だけ
除外	有無	健康	6/18	首位の占有率 33% が閾値未満
除外	有用	健康	3/8	性質を指す名詞（形状詞可能）; 首位の占有率 38% が閾値未満
除外	有給休暇	法制度	2/3	票が 2 件だけ
除外	有罪	法制度	1/1	票が 1 件だけ
除外	有限	自然	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	服用	健康	7/9	動作を指す名詞（サ変可能）
除外	服薬	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	服装	学習	1/1	票が 1 件だけ
除外	朝晩	健康	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	朝食	交通	1/2	票が 1 件だけ
除外	期待	健康	10/31	動作を指す名詞（サ変可能）; 首位の占有率 32% が閾値未満
除外	期待値	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	期待感	失敗	1/1	票が 1 件だけ
除外	期日	仕事	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	期間	健康	9/35	首位の占有率 26% が閾値未満
除外	期間中	法制度	3/11	首位の占有率 27% が閾値未満
除外	期限	仕事	2/4	票が 2 件だけ
除外	期限内	交通	1/2	票が 1 件だけ
除外	期限切れ	食事	1/1	票が 1 件だけ
除外	木材	住居	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	木質	自然	1/1	票が 1 件だけ
除外	未来	学習	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	未然	法制度	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	未知	自然	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
